sample bin completeness_checkm2 contamination_checkm2 bakta_trna_all bakta_trna_uniq bakta_16s bakta_23s bakta_5s barrnap_16s barrnap_23s barrnap_5s custom_trna_uniq operon mimag
NP-RASK00000001MP NP-RASK00000001MP.bin.2.221 99.95 0.89 47 21 4 4 4 4 4 4 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.222 89.19 0.88 51 20 1 1 1 1 1 1 20 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.223 96.1 0.13 41 19 2 2 2 2 2 2 20 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.231 87.48 3.99 47 21 1 1 2 1 1 2 20 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.240 97.16 0.18 48 21 3 3 3 3 3 3 19 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.244 92.57 2.15 66 19 8 8 8 8 8 8 17 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.250 84.64 2.12 50 19 1 1 2 1 1 2 19 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.251 88.87 2.79 45 20 5 4 4 5 4 4 20 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.254 90.06 6.32 53 21 4 4 5 4 4 5 22 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.26 93.76 9.14 75 21 4 6 7 4 6 7 22 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.266 58.65 2.63 31 20 0 0 0 0 0 0 20 0 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.267 79.83 2.85 32 13 0 0 0 0 0 0 13 0 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.268 97.74 1.92 54 21 4 4 4 4 4 4 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.277 58.74 5.28 37 16 3 4 6 3 4 6 17 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.279 80.55 3.72 44 20 0 0 0 0 0 0 21 0 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.28 77.38 4.44 39 18 2 0 2 2 0 2 19 0 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.285 76.66 4.39 67 20 3 4 3 3 4 3 21 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.288 50.97 0.51 54 15 4 6 6 4 6 6 14 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.29 82.03 4.46 57 21 2 2 3 2 2 3 20 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.291 68.46 5.18 44 20 1 1 2 1 1 2 20 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.292 71.77 7.42 104 21 2 0 0 2 0 0 22 0 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.294 94.95 0.11 38 19 1 1 1 1 1 1 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.299 80.36 1.48 49 21 1 2 2 1 2 2 21 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.308 97.53 0.38 74 21 6 6 6 6 6 6 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.309 56.78 2.65 51 21 0 0 0 0 0 0 21 0 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.315 55.86 1.47 26 15 2 1 1 2 1 0 16 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.321 79.97 3.88 32 16 0 0 0 0 0 0 16 0 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.324 60.16 2.25 35 18 1 0 1 1 0 1 19 0 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.38 97.62 5.06 51 21 3 3 5 3 3 5 20 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.39 87.53 8.12 52 22 4 4 5 4 4 5 21 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.41 97.04 7.42 64 21 2 2 2 2 2 2 20 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.44 97.32 0.33 61 21 6 6 6 6 6 6 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.46 80.49 4.36 55 21 2 2 2 2 2 2 21 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.56 80.8 2.27 55 22 2 1 2 2 1 2 22 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.59 96.25 6.69 65 21 2 2 2 2 2 2 22 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.6 95.85 2.76 66 21 2 4 5 3 4 5 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.60 86.76 4.25 31 15 0 0 0 0 0 0 14 0 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.7 99.89 3.33 61 21 5 4 5 5 4 0 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.72 97.5 3.47 84 21 11 11 10 11 11 10 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.74 91.42 1.11 51 21 2 2 3 2 2 3 21 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.85 77.24 7.84 42 18 5 7 7 5 7 7 19 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.9 51.36 4.7 34 20 0 0 1 0 0 1 20 0 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.90 92.98 0.22 55 21 3 3 3 3 3 0 21 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.91 67.2 6.56 41 18 3 3 3 3 3 3 19 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.97 84.11 3.78 55 21 0 0 0 0 0 0 20 0 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.99 88.81 0.45 60 20 4 4 4 4 4 4 20 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.3.102 60.92 3.57 41 18 3 3 3 3 3 3 17 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.3.107 63.88 2.16 16 10 0 0 1 0 0 1 10 0 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.3.114 65.74 0.99 61 21 6 6 6 6 6 0 22 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.3.61 93.03 6.81 57 21 5 6 5 5 6 5 22 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.3.88 80.58 0.91 36 15 1 1 1 1 1 1 15 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.3.95 66.41 8.71 46 19 2 2 2 2 2 2 17 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.4.10 55.46 1.29 39 17 0 2 2 0 2 2 16 0 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.4.97 64.4 3.6 41 20 4 4 3 4 4 3 19 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.c.1 99.74 0.34 56 21 5 5 5 5 5 5 20 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.c.2 99.95 0.96 55 21 3 3 3 3 3 3 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.c.3 99.94 0.24 34 19 2 2 3 2 2 0 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.c.4 91.42 1.01 45 21 4 4 4 4 4 0 21 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.s.1 94.53 1.28 47 20 3 3 3 3 3 3 20 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.s.2 99.97 0 51 21 3 3 3 3 3 3 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.s.3 100 0.85 76 21 8 8 8 8 8 8 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.s.4 99.49 0.16 50 21 4 4 4 4 4 4 21 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.s.6 98.66 0.26 46 21 2 2 2 2 2 2 21 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.s.7 100 0.25 52 21 2 2 3 2 2 3 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.s.9 98.08 0.47 53 21 4 4 4 4 4 4 21 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.10 99.99 2.47 84 21 7 7 3 7 7 3 22 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.104 90.67 1.25 74 21 7 7 7 7 7 7 20 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.105 99.63 1.07 45 21 3 3 3 3 3 3 22 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.106 99.98 0.09 48 21 4 4 4 4 4 4 22 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.107 93.83 0.07 36 18 2 2 1 2 2 1 17 1 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.109 99.23 1.89 47 21 4 4 4 4 4 4 22 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.110 95.95 4.14 31 19 2 2 2 2 2 2 20 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.115 98.1 2.03 47 21 4 4 4 4 4 0 22 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.118 90.76 1.94 62 21 5 6 6 5 6 6 22 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.13 97.7 0.1 45 21 1 1 1 1 1 1 21 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.16 96.36 0.07 49 21 2 2 2 2 2 2 21 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.17 99.56 0.19 33 19 2 2 3 2 2 0 22 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.19 99.95 1.21 59 22 5 5 5 5 5 5 21 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.21 90.15 1.46 59 21 4 4 4 4 4 4 20 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.22 99.99 1.09 47 21 1 2 2 2 2 2 21 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.23 100 3.37 71 21 5 5 5 5 5 5 22 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.24 99.99 3.11 67 21 4 4 4 4 4 4 22 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.25 99.76 2.31 46 21 4 5 5 4 5 0 22 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.26 99.96 0.23 57 21 4 4 4 4 4 4 22 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.27 98.07 0.26 50 20 3 4 2 3 4 2 21 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.29 97.06 2.35 74 21 4 4 4 4 4 4 22 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.3 99.96 0.54 65 21 4 4 1 4 4 1 22 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.30 100 1.09 38 21 2 2 2 2 2 2 22 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.31 99.99 0.17 55 21 3 3 3 3 3 3 22 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.32 95.71 0.7 59 21 5 0 3 5 0 3 21 0 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.33 99.99 1.5 67 21 7 7 7 7 7 7 22 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.34 100 1.13 56 21 3 3 3 3 3 3 22 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.35 94.74 2.19 52 21 5 5 6 5 5 6 21 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.37 99.91 0.74 42 21 2 2 2 2 2 2 22 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.38 99.89 4.57 72 21 8 8 8 8 8 8 22 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.39 100 1.56 55 21 4 4 4 4 4 4 22 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.4 98.69 0.84 71 21 5 5 5 5 5 5 22 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.40 99.96 1.2 61 21 3 3 4 3 3 4 20 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.41 96.24 3.38 36 20 1 1 1 1 1 1 20 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.42 98.54 0.17 64 21 3 3 3 3 3 0 22 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.43 99.13 1.45 71 21 2 2 2 2 2 2 22 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.44 99.96 1.59 52 21 5 5 5 5 5 0 22 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.45 97.64 0.09 65 21 5 5 4 5 5 4 20 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.47 97.37 0.89 65 21 6 6 4 6 6 4 22 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.48 99.81 2.8 68 21 4 4 4 4 4 4 22 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.49 94.23 3.22 52 21 4 4 4 4 4 0 22 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.5 99.38 2.52 54 21 5 5 5 5 5 4 22 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.50 95.33 2.26 42 20 0 0 0 0 0 0 19 0 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.51 94.67 0.38 50 21 2 2 2 2 2 2 22 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.52 99.98 0.2 53 21 4 4 4 4 4 4 22 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.53 94.55 2.94 67 21 5 5 5 5 5 5 22 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.54 95.91 1.66 55 22 4 5 4 4 5 2 20 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.56 93.04 1.17 73 22 8 8 8 8 8 8 22 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.57 92.91 0.41 56 20 5 5 5 5 5 5 20 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.58 95.82 0.36 49 22 4 4 4 4 4 4 21 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.61 94.67 4.07 69 21 6 6 7 6 6 7 22 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.62 94.12 0.1 66 21 6 6 6 6 6 6 22 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.63 100 0.79 46 21 2 2 3 2 2 2 22 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.64 99.8 0.03 56 22 6 6 6 6 6 6 22 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.67 90.59 2.56 56 21 4 4 4 4 4 0 21 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.68 90.23 0.43 47 20 1 1 0 1 1 0 20 0 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.69 96 1.23 62 21 6 6 6 6 6 6 22 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.71 99.94 0.68 50 21 3 3 3 3 3 3 18 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.74 100 0.02 55 21 2 2 2 2 2 2 22 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.75 93.34 1.63 39 15 2 2 2 2 2 0 15 1 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.77 93.25 4.91 50 21 3 3 3 3 3 3 22 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.78 90.81 0.81 46 16 3 4 3 4 4 3 16 1 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.81 99.71 0.33 47 21 5 5 5 5 5 0 22 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.90 99.05 0.09 47 21 2 2 3 2 2 3 22 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.1.98 99.65 0.52 44 21 2 2 3 2 2 3 21 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.1 63.87 3.61 35 19 1 1 1 1 1 1 19 1 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.100 86.3 0.71 55 21 5 5 5 5 5 5 22 1 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.107 78.94 0.39 57 20 7 7 7 7 7 7 21 1 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.11 71.67 1.78 56 21 2 2 2 2 2 2 22 1 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.116 88.32 4.85 37 22 1 1 1 1 1 1 21 1 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.123 74.21 0.09 38 18 5 5 6 5 5 1 19 1 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.124 88.33 3.92 32 21 1 1 1 1 1 1 22 1 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.13 71.8 2.98 34 20 1 1 1 1 1 1 21 1 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.131 82.59 0.19 54 20 4 4 4 4 4 4 21 1 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.135 56.12 3.01 30 12 4 4 3 4 4 3 12 1 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.138 59.15 4.04 29 16 1 0 0 1 0 0 16 0 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.146 84.78 0.49 63 21 4 3 3 4 3 3 20 1 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.148 76.51 2.14 37 20 1 1 1 1 1 1 20 1 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.15 83.78 5.16 41 20 6 5 6 6 5 1 18 1 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.153 79.77 4.25 41 19 1 1 1 1 1 1 20 1 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.156 62.09 2.11 50 22 1 1 1 1 1 1 22 1 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.160 63.39 1.77 28 17 1 0 0 1 0 0 17 0 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.162 83.28 8.76 51 21 1 1 1 1 1 1 22 1 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.165 69.29 3.66 43 18 1 1 2 1 1 2 18 1 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.172 90.3 4.27 70 21 4 4 4 4 4 0 22 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.173 52.06 0.9 38 19 1 1 3 1 1 3 19 1 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.182 73.55 4.85 42 18 3 1 2 3 1 2 17 1 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.183 85.55 3.5 55 20 3 3 1 3 3 1 19 1 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.184 59.28 3.07 44 20 2 2 2 2 2 2 21 1 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.188 83.85 2.82 36 20 3 2 3 3 2 0 20 1 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.189 70.12 2.35 32 15 0 0 0 0 0 0 15 0 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.197 79.45 5.46 52 20 2 1 1 2 1 1 21 1 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.200 68.74 2.16 43 21 2 2 2 2 2 2 21 1 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.202 74.58 4.05 56 21 3 3 3 3 3 3 22 1 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.206 65.8 1.87 40 18 3 2 3 3 2 3 19 1 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.209 86.83 4.14 61 22 4 4 3 4 4 3 22 1 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.21 91.89 2.91 48 20 3 2 2 3 2 2 19 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.212 72.7 3.69 27 16 0 0 0 0 0 0 16 0 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.220 83.37 0.85 46 21 3 2 0 3 2 0 20 0 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.225 90.23 1 68 21 6 6 6 6 6 3 22 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.228 76.9 2.17 39 19 0 0 1 0 0 1 18 0 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.229 67.72 0.63 38 21 1 1 1 1 1 1 22 1 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.230 55.87 3.05 32 19 1 1 1 1 1 1 19 1 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.231 93.3 3.54 53 21 3 3 3 3 3 3 21 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.237 75.25 1.6 42 20 0 0 0 0 0 0 20 0 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.242 78.02 4.67 43 19 2 2 2 2 2 2 20 1 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.244 77.4 5.76 42 20 3 4 5 3 4 5 20 1 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.25 72.3 2.95 52 20 6 6 6 6 6 4 20 1 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.253 85.74 9.6 49 21 5 5 5 5 5 5 21 1 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.254 62.85 3.1 41 17 2 2 2 3 2 2 18 1 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.28 73.15 3.8 35 18 1 1 1 1 1 1 18 1 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.32 87.54 2.07 42 20 1 2 2 1 2 2 20 1 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.37 59.25 0.42 53 20 2 2 2 2 2 2 20 1 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.39 98.25 2.01 63 21 8 8 8 8 8 0 22 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.49 61.61 5.32 24 15 2 2 2 2 2 2 15 1 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.5 70.38 8.49 32 20 2 2 2 2 2 2 21 1 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.71 79.53 6.5 33 18 1 1 1 1 1 1 18 1 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.76 87 0.74 58 21 6 7 7 6 7 7 22 1 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.84 64.46 3.6 43 20 1 1 2 1 1 2 20 1 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.85 98.78 2.53 49 21 2 2 2 2 2 2 22 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.87 63.7 0.55 46 20 6 4 6 6 4 6 21 1 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.89 93.16 2.5 66 21 5 5 5 5 5 5 21 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.90 56.88 2.79 15 11 1 1 1 1 1 1 11 1 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.96 93.33 2.31 56 22 5 5 5 5 5 5 22 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.2.99 88.97 4.53 61 21 6 6 5 6 6 5 22 1 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.3.20 94.42 3.12 42 19 5 3 2 5 3 2 19 1 HQ
NP-RASK00000006MP NP-RASK00000006MP.bin.3.21 82.26 3.29 22 17 0 0 0 0 0 0 17 0 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.3.26 53.71 0.2 19 9 1 1 2 1 1 2 9 1 MQ
NP-RASK00000006MP NP-RASK00000006MP.bin.3.29 73.7 0.93 58 21 3 3 3 3 3 3 21 1 MQ
NP-RASK00000061MP NP-RASK00000061MP.bin.1.1 100 1.49 68 21 8 8 8 8 8 8 22 1 HQ
NP-RASK00000061MP NP-RASK00000061MP.bin.1.11 93.35 1.18 71 21 6 6 6 6 6 6 22 1 HQ
NP-RASK00000061MP NP-RASK00000061MP.bin.1.15 99.98 1.58 61 21 3 3 3 3 3 3 20 1 HQ
NP-RASK00000061MP NP-RASK00000061MP.bin.1.18 90.14 0.22 56 21 2 2 2 2 2 2 22 1 HQ
NP-RASK00000061MP NP-RASK00000061MP.bin.1.19 99.28 1.8 65 21 6 6 5 6 6 5 22 1 HQ
NP-RASK00000061MP NP-RASK00000061MP.bin.1.2 99.76 0.58 52 21 2 2 3 2 2 3 22 1 HQ
NP-RASK00000061MP NP-RASK00000061MP.bin.1.20 98.79 0.42 58 22 5 5 5 5 5 5 21 1 HQ
NP-RASK00000061MP NP-RASK00000061MP.bin.1.21 93.89 0.03 59 20 6 6 6 6 6 6 21 1 HQ
NP-RASK00000061MP NP-RASK00000061MP.bin.1.25 97.97 0.56 53 20 5 7 5 5 7 5 21 1 HQ
NP-RASK00000061MP NP-RASK00000061MP.bin.2.1 81.37 1.4 41 19 1 1 1 2 1 1 20 1 MQ
NP-RASK00000061MP NP-RASK00000061MP.bin.2.12 66.09 2.06 47 21 3 3 3 3 3 3 21 1 MQ
NP-RASK00000061MP NP-RASK00000061MP.bin.2.14 78.74 5.79 44 17 0 0 2 0 0 2 17 0 MQ
NP-RASK00000061MP NP-RASK00000061MP.bin.2.15 93.01 4.59 71 20 8 7 8 8 7 8 21 1 HQ
NP-RASK00000061MP NP-RASK00000061MP.bin.2.17 71.17 2.82 49 22 1 1 1 1 1 1 20 1 MQ
NP-RASK00000061MP NP-RASK00000061MP.bin.2.18 75.89 6.15 65 20 1 1 1 1 1 1 19 1 MQ
NP-RASK00000061MP NP-RASK00000061MP.bin.2.2 86.41 0.33 43 21 2 0 0 2 0 0 21 0 MQ
NP-RASK00000061MP NP-RASK00000061MP.bin.2.22 74.89 2.2 106 21 4 4 4 4 4 0 22 1 MQ
NP-RASK00000061MP NP-RASK00000061MP.bin.2.3 62.18 4.5 34 19 0 1 0 0 1 0 19 0 MQ
NP-RASK00000061MP NP-RASK00000061MP.bin.2.4 74.79 3.57 57 19 4 4 5 4 4 5 20 1 MQ
NP-RASK00000061MP NP-RASK00000061MP.bin.2.5 84.83 4.5 67 21 6 6 5 6 6 5 22 1 MQ
NP-RASK00000061MP NP-RASK00000061MP.bin.2.7 57.67 5.01 54 19 3 4 3 3 4 3 17 1 MQ
NP-RASK00000061MP NP-RASK00000061MP.bin.2.9 57.95 4.4 46 21 4 5 4 4 5 4 21 1 MQ
NP-RASK00000061MP NP-RASK00000061MP.bin.3.19 55.79 5.47 43 17 0 1 0 0 1 0 17 0 MQ
NP-RASK00000061MP NP-RASK00000061MP.bin.3.6 79.29 1.87 47 19 2 2 4 2 2 4 18 1 MQ
NP-RASK00000061MP NP-RASK00000061MP.bin.c.1 100 0.01 50 22 4 4 4 4 4 4 21 1 HQ
NP-RASK00000061MP NP-RASK00000061MP.bin.s.1 99.99 0.59 60 21 5 5 5 5 5 0 22 1 HQ
NP-RASK00000061MP NP-RASK00000061MP.bin.s.2 97.03 1.94 57 21 3 3 3 3 3 3 22 1 HQ
NP-RASK00000092MP NP-RASK00000092MP.bin.1.1 92.18 0.14 78 22 7 7 8 7 7 8 22 1 HQ
NP-RASK00000092MP NP-RASK00000092MP.bin.1.103 94.99 3.89 81 22 4 4 4 4 4 4 22 1 HQ
NP-RASK00000092MP NP-RASK00000092MP.bin.1.104 93.97 0.75 50 20 2 2 2 2 2 2 19 1 HQ
